,AMO,IDMI,NAO,PDO,SOI
1964,-0.09658333333333331,-0.288408685,-1.04,-0.77,6.283333333333334
1965,-0.16066666666666668,-0.05559634166666668,-1.77,-0.31416666666666665,-8.424999999999999
1966,0.0030833333333333325,0.052004583333333326,-2.54,-0.4591666666666668,-4.241666666666667
1967,-0.09925,0.2615601666666667,1.67,-0.7341666666666667,3.1999999999999997
1968,-0.16841666666666666,0.06825885000000001,-2.97,-0.4033333333333334,3.0166666666666675
1969,0.007916666666666676,0.05279831666666667,-2.58,-0.09833333333333334,-5.383333333333333
1970,-0.105,0.08448008916666667,-1.08,-0.3974999999999999,3.9250000000000007
1971,-0.3139166666666667,0.11323086666666667,-0.08,-1.2908333333333335,10.949999999999998
1972,-0.35600000000000004,0.5834111999999999,2.05,-0.9216666666666667,-7.3500000000000005
1973,-0.2183333333333333,0.029775916666666676,0.27,-0.8041666666666666,7.283333333333334
1974,-0.4233333333333333,0.023226749999999973,2.18,-0.3366666666666665,9.899999999999997
1975,-0.30158333333333337,-0.051831058333333326,0.01,-1.1016666666666668,13.600000000000001
1976,-0.36674999999999996,0.30549975833333337,0.59,0.008333333333333396,1.1083333333333345
1977,-0.19241666666666668,0.14922945,-2.08,0.23083333333333325,-9.9
1978,-0.18300000000000002,-0.1222363,-0.42,0.23583333333333337,-1.6499999999999992
1979,-0.11333333333333336,0.0905939125,-0.23,0.33499999999999996,-1.9083333333333332
1980,-0.02133333333333333,-0.171287675,-1.58,0.6025000000000001,-3.0833333333333335
1981,-0.07916666666666666,-0.020039874999999988,-0.55,0.9183333333333333,1.7999999999999998
1982,-0.21491666666666664,0.47165738333333335,2.63,0.11416666666666665,-13.050000000000002
1983,-0.07300000000000001,0.08816583333333332,0.38,1.6483333333333334,-8.333333333333334
1984,-0.20975000000000002,-0.06940365833333333,2.17,0.8375,-0.10833333333333324
1985,-0.2690833333333334,-0.13211511583333332,-3.09,0.44916666666666666,0.8583333333333335
1986,-0.2764166666666667,0.013214508333333324,3.14,1.2391666666666667,-2.3833333333333333
1987,0.06516666666666665,0.34706489999999995,-3.01,1.820833333333333,-13.074999999999998
1988,-0.006166666666666663,0.05425901166666666,-0.13,0.5316666666666667,7.816666666666666
1989,-0.08383333333333333,-0.11091109999999998,2.38,-0.1791666666666666,6.766666666666668
1990,-0.039166666666666676,-0.007434316666666665,3.88,-0.3558333333333333,-2.191666666666667
1991,-0.13266666666666668,0.3562198916666666,1.14,-0.4191666666666665,-8.783333333333333
1992,-0.21983333333333335,-0.3134836833333334,2.54,0.9283333333333332,-10.383333333333335
1993,-0.211,0.08660377916666667,1.71,1.4166666666666667,-9.466666666666667
1994,-0.17708333333333334,0.6219277666666666,2.86,-0.1516666666666668,-11.933333333333332
1995,0.13483333333333336,0.13738945833333335,-1.11,0.6425,-2.2666666666666666
1996,-0.05783333333333334,-0.20535547499999998,-1.98,0.6408333333333333,5.691666666666666
1997,0.052083333333333336,0.6678349166666666,-0.93,1.4608333333333334,-11.666666666666664
1998,0.37274999999999997,0.09422194166666668,1.03,0.24583333333333343,-1.083333333333333
1999,0.1185,0.19050471666666668,2.25,-1.0633333333333332,7.949999999999999
2000,0.02891666666666667,0.2263116166666667,1.18,-0.59,7.800000000000001
2001,0.11983333333333335,0.12899848583333334,-1.91,-0.5625,0.48333333333333356
2002,0.06608333333333334,0.171084575,1.0,0.22083333333333333,-6.1499999999999995
2003,0.23258333333333336,0.2131948166666667,-0.09,0.9691666666666666,-3.1833333333333336
2004,0.20758333333333334,0.11411198416666668,0.7,0.345,-4.783333333333333
2005,0.2935833333333333,-0.04093077166666667,-1.35,0.37500000000000006,-3.5666666666666664
2006,0.26858333333333334,0.33124726083333333,-0.2,0.19083333333333333,-2.1083333333333334
2007,0.14958333333333332,0.35312779000000005,1.35,-0.19583333333333333,1.2916666666666665
2008,0.1406666666666667,0.309463525,1.72,-1.2924999999999998,10.116666666666665
2009,0.04175,0.286519,0.72,-0.6124999999999999,-0.3249999999999999
2010,0.3525,0.21118856666666672,-5.96,-0.31250000000000006,9.816666666666665
2011,0.10525,0.4378650333333333,2.95,-1.2308333333333332,13.299999999999999
2012,0.21691666666666667,0.36073420833333336,-0.25,-1.0999999999999999,-0.7666666666666666
2013,0.1703333333333333,0.11631734166666667,0.9,-0.5175000000000001,3.983333333333334
2014,0.10575000000000001,0.14880404166666664,2.97,1.1308333333333334,-3.0333333333333337
2015,0.11825000000000001,0.41459882500000006,4.09,1.6341666666666665,-11.233333333333333
